TITLE,CATEGORY
Vice president welcomes French president at NASA headquarters,t
How to keep your family cool during the record-hot summer,t
Afghan refugee completes record-breaking solo round-the-world flight,t
Drone drugstore flyby aims to improve convenience for pharmacy customers,t
Dr. Anthony Fauci on President Donald Trump's pandemic approach | FiveThirtyEight,t
How to keep your family cool during the record-hot summer,t
Spirituality and health,t
‘Proving Ground’ explores the untold story of the pioneer women in tech,t
Kate Zernike and Nancy Hopkins on the fight for gender equality at MIT,t
The cure to being ‘hangry’,t
How can I prevent feeling hungry while intermittent fasting?,t
Study says Ozempic and Wegovy could help improve cardiovascular health,t
What you need to know about practicing gratitude,t
"Donald Trump Jr. takes the stand in civil trial, this time for the defense",t
Idaho murders court hearing,t
Drone drugstore flyby aims to improve convenience for pharmacy customers,t
Dr. Anthony Fauci on President Donald Trump's pandemic approach | FiveThirtyEight,t
Warner Bros. to release all 2021 slated films on HBO Max same day as in theaters,t
'GMA' Hot List: 'Power' star on what his daughter calls 50 Cent,t
FBI's Comey: People 'confused' by bureau's actions last year,t
Maryland Boy With Dual Hand Transplant Wants to Play Football,t
How to keep your family cool during the record-hot summer,t
Spirituality and health,t
‘Proving Ground’ explores the untold story of the pioneer women in tech,t
"White House press secretary Jen Psaki discusses stimulus package, school reopening",t
Alcohol health benefits questioned in new research,t
Police searching for motive in campus shooting that left 3 dead,t
‘Rare chance to recruit spies’,t
Study on poverty wins 3 economists in Nobel prize,t
Walmart considers starting streaming service,t
NASA scientist on how OSIRIS-Rex mission could change what we know about space,t
Obama: Brain Initiative Will Be 'Transformative',t
Can COVID-19 cause long-term heart damage?,t
Brazilian COVID variant arrives in US,t
Dr. Richard Besser: ‘No evidence’ vaccines less effective on COVID-19 variants,t
Defense Secretary Austin speaks out about health,m
"Sun, Jan 7, 2024",m
Health advice for the new year,m
New study looks at sleep's impact on cognitive health,m
New law in effect to improve maternal health in Arkansas,m
The financial and health benefits of Dry January,m
Are there benefits to drinking spearmint tea for PCOS?,m
Semaglutide not linked with high rates of suicidal thoughts in new study,m
Preview of 'On the Brink' on ABC,m
The story behind the viral video of boys learning about emotional intelligence,m
Eli Lilly warns consumers of weight loss drug,m
Jobs report remains strong,m
What to know about the JN.1 COVID variant,m
Products to improve personal wellness,m
"Employers add more-than-expected 216,000 jobs in December",m
This week's politics rundown,m
ABC News Live: New details in Iowa school shooting,m
"216,000 jobs added in December",m
"ABC News Live Rundown: Friday, January 5, 2024",m
Countdown to the Iowa caucus,m
"Lloyd Austin was hospitalized after 'experiencing severe pain,' Pentagon says",m
Mocktail recipes to try for Dry January,m
Gypsy Rose Blanchard speaks out after prison release,m
"Israel-Hamas war 'could easily metastasize' beyond Gaza, Blinken warns",m
Health care workers report worse mental health,m
Macedo Methods: Quick and healthy hacks for delicious meals,m
Celebrating health care heroes,m
TikTok sensation Vivian Tu the “Rich BFF” gives personal finance advice,m
IMPACT x Nightline: On The Brink,m
"Sat, Jan 6, 2024",m
President Biden: 'Mental health care is health care',m
World Health Organization declares Monkeypox outbreak a 'public health emergency',m
Pope's latest health scare,m
Health warning for Rocky Mountain Spotted Fever,m
Weekly health alert with Dr. Alok Patel,m
Vermont health official: State’s residents have ‘prioritized health’,m
NYC hospitals to reinstate mask mandates,m
Summer health guidance,m
Health benefits of push-ups,m
What are the risks and benefits of seed oils?,m
Health benefits of exercising outdoors,m
Health benefits of pumpkin seeds,m
Summer health guidance,m
Health benefits of push-ups,m
What are the risks and benefits of seed oils?,m
"Gypsy Rose Blanchard opens up about life after prison, mother's abuse",m
Health benefits of gardening,m
Mental health & gun laws,m
US mental health survey,m
Tips on women's health,m
Former NYC health commissioner points out health disparities between races,m
First baby born in the new year,m
Quick and easy New Year’s resolutions that everyone can do,m
Tips for good gut health,m
Health care workers face pandemic mental health emergency,m
World Health Organization call video game addiction mental health disorder,m
Trump discusses health care,m
Health advocacy groups speak out against Senate health care bill,m
Top health officials testify before Senate Health Committee,m
New study looks at connection between mental health and heart health,m
China's health care system struggles,m
Brooke Shields reveals health scare,m
Student advocates address mental health,m
War images and mental health,m
New health warnings for Ozempic,m
Historic health care worker strike,m
VIDEO: Defense Secretary Austin speaks out about health,m
Key health screenings for 2023,m
Qatar warning the opportunity for a truce is narrowing,m
Summer health alert,m
Historic health care worker strike,m
Key health screenings for 2023,m
Qatar warning the opportunity for a truce is narrowing,m
Summer health alert,m
Selena Gomez's mental health journey,m
Are there healthy food staples to add to my diet without breaking the bank?,m
"RSV, COVID and flu 'tripledemic' in the US",m
Health care workers set to strike,m
Incoming Saharan dust could impact US health,m
Surgeon general warns of mental health crisis,m
Prioritizing children’s mental health,m
Madonna opens up about health scare during concert,m
Superstars' health battles,m
New mental health training,m
Holidays and heart health,m
Spirituality and health,m
Teens and mental health,m
"ABC News Live Prime: Fri, Jan 5, 2024",m
Police identify suspect in Rochester attack,m
"ABC News Live Rundown: Tuesday, January 2, 2024",m
Police identify suspect in Rochester attack,m
"ABC News Live Rundown: Tuesday, January 2, 2024",m
World Mental Health Day,m
Health Alert: Chikungunya Virus,m
Michael Urie talks role in 'Spamalot',m
Kathleen Sebelius Goes Before Congress for Healthcare.gov Failure,m
"Beyonce reveals major health scare, 'survival mode' she faced giving birth to twins",m
Trump discusses health care,m
Ed Sheeran reveals family health scare,m
Health scare for actor Chevy Chase,m
Are there any risks or benefits to drinking raw milk?,m
'This Week': Health Care Havoc,m
Physical Health: The Prayer Factor,m
Health tips from Dr. Jen Ashton’s mom,m
Hospital situation in Gaza worsens,m
'Men's Health' grooming must-haves to elevate any routine,m
COVID no longer 'global health emergency': WHO,m
Why celebrations can bring health benefits,m
How high temperatures affect our health,m
"First openly gay, Afro-Latino congressmember talks the importance of mental health",m
Tips for easing eczema flair-ups this time of year,m
Growing concerns over queen’s health,m
Is it necessary to get both a breast MRI and a mammogram?,m
Blizzard Health Dangers,m
Biden introduces health team,m
Queen Elizabeth’s health update,m
Health expert on hydroxychloroquine,m
2020 health care heroes,m
Anthem Health Insurance Hacked,m
Health care heroes,m
President Defends Health Law,m
Rob Kardashian's Health Scare,m
Health experts dispute claim a glass of red wine is good for health,m
Is Bone Broth the New Super Food?,m
Possible health benefits of taking cold showers,m
Making a mental health plan for college,m
Health Care for Heroes,m
Post-hurricane health warnings,m
Hillary Clinton's Health Scares,m
Solving health disparities,m
NBA teammates advocate for mental health issues,m
The impact isolation can have on health,m
Why laughing is good for your health,m
Alcohol health benefits questioned in new research,m
How air quality can affect your health,m
Derek Hough reveals wife’s health scare,m
$500 Million Obamacare Website A Bust?,m
Health Care for Heroes,m
Post-hurricane health warnings,m
Hillary Clinton's Health Scares,m
Study shows most Americans encounter health misinformation,m
Kaiser Permanente health care workers strike,m
Hillary Clinton's Health Scares,m
Solving health disparities,m
Jamie Foxx breaks silence amid health concerns,m
Bruce Springsteen cancels shows over health issue,m
How walking can help boost mental health,m
Social media and kids’ mental health,m
Pilots under investigation for hiding health issues,m
A possible new breakthrough in canine health,m
Price says passing health care bill through House and Senate 'a fine needle' to be thread,m
Dwayne Johnson gets candid about mental health,m
Hundreds of thousands may lose health coverage,m
School creates mental health first aid program,m
Bite your way to better health,m
Sudan facing health crisis amid war,m
How artificial intelligence could impact health care,m
Dental Health: The biggest offenders,m
Health scare for Sharon Osbourne,m
How pets impact your health,m
Celebrating World Mental Health Day,m
Malin Akerman advocates for children’s mental health,m
Vice President Kamala Harris discusses women’s health,m
Uber testing ways to reduce fares,m
HHS Sec. Tom Price: 'We disagree strenuously' with CBO report,m
Maternal health for Black women,m
A conversation about mental health,m
Latest on Queen Elizabeth's health,m
Indoor mask requirements reinstated in hospitals in 9 states and NYC,m
Resetting your internal clock for daylight saving time,m
Dr. Jenn Ashton on women's health,m
How recession could impact Americans’ mental health,m
New York declares monkeypox public health emergency,m
Are all gynecologists obstetricians?,m
Does Wegovy help to lose weight?,m
How to keep fit in your 40s and older?,m
Can you take too much magnesium?,m
Is hormone replacement therapy necessary after menopause?,m
Ginger Zee’s journey to putting the health in mental health for 2021,m
Sitting: A Workplace Health Crisis,m
Resetting your internal clock for daylight saving time,m
Indoor mask requirements reinstated in hospitals in 9 states and NYC,m
Dr. Jenn Ashton on women's health,m
How recession could impact Americans’ mental health,m
New York declares monkeypox public health emergency,m
Are all gynecologists obstetricians?,m
Does Wegovy help to lose weight?,m
How to keep fit in your 40s and older?,m
Can you take too much magnesium?,m
Is hormone replacement therapy necessary after menopause?,m
Ginger Zee’s journey to putting the health in mental health for 2021,m
Sitting: A Workplace Health Crisis,m
Nail Salon Health Hazards Revealed,m
Health warnings against vampire facial,m
Dental health do’s and don’ts,m
How hip-hop's relationship with mental health has evolved,m
How listening to birds can benefit mental health,m
Health and Human Services Secretary Xavier Becerra discusses drug affordability,m
Mississippi Senate passes ban on transgender health care for minors,m
Suspect in U-Haul rampage suffered ‘mental health crisis’: Police,m
New GOP health care push,m
Health risks for flooding survivors,m
What are the steps to good gut health?,m
New Health Warning About Kids and Energy Drinks,m
Health Alert: Massive Meat Recall,m
Can I build back bone density without drugs?,m
‘What should I drink for chest congestion?’,m
Why deliberately trying to catch COVID-19 is a bad idea,m
How extreme heat is bad for your health,m
"5 malaria cases reported in US, health officials say",m
Woman who had 10-pound cyst removed feels ‘empowered’ after advocating for herself,m
"May 1, 1990: Health care in the US vs. health care in Canada",m
Health Officials Warn the 2016 Rio Olympics Will Be a Health Disaster,m
Avoiding Memorial Day Weekend Health Hazards,m
"'Fed Up' Tackles Food Industry, Health",m
America's Next Fitness Star Announced,m
Kids’ Nutrition Could Impact Future Heart Health,m
Jep Robertson Addresses Health Scare,m
Trump's 'overall health is excellent' says doctor,m
Amanda Bynes checks into mental health facility,m
Health care clash heats up,m
President Trump's health care ultimatum,m
Health secretary's future in question,m
Are electrolyte replacement drinks healthy?,m
‘What’s your best advice for treating a headache?’,m
Health Alert: Massive Meat Recall,m
Foods to support breast health,m
COVID-19 and mental health,m
Staying focused on mental health,m
Health impacts as states reopen,m
Health Signs Your Shouldn't Ignore,m
Mass Shootings and Mental Health,m
Hugh Jackman's New Health Scare,m
Is it important to check blood pressure after exercise?,m
Hillary Clinton Defends Her Health,m
CDC issues pregnancy health advisory,m
Queen Elizabeth's Latest Health Concerns,m
5 tips for a healthy holiday,m
Millions of Americans relying on Medicaid at risk of losing health coverage,m
'Most grim thing I've seen in my entire career': WHO spokesperson on Gaza hospitals,m
New study says fruit and vegetable ‘prescriptions’ could benefit health,m
The effect of climate change on mental health,m
Biting your way to better health with nutritionist Rachel Beller,m
Mary Lou Retton speaks about recovery after health scare,m
"Lower biological age linked to better heart health, study shows",m
How changing the clocks affects our sleep and health,m
Actress Tori Spelling opens up about daughter’s health,m
Mental health and the pandemic,m
Aspirin and your heart health,m
Whoopi Goldberg shares health update,m
Social distancing is key to stopping coronavirus,m
How often should you be screened for diabetes?,m
"Hillary Clinton Talks 2016, Health, Benghazi Testimony",m
"Pope Benedict to Resign, Cites Health Concerns",m
What Your Feet Say About Your Health,m
Michelle Obama Promotes Health With Hip-Hop,m
'Dumb' Starbucks Closed for Health Violation,m
Obama Leads Charge on Mental Health Front,m
Yellow Dye May Be Hazardous to Health,m
Jen Arnold Speaks Out After Health Scare,m
Health Alert: Massive Meat Recall,m
Foods to support breast health,m
COVID-19 and mental health,m
Staying focused on mental health,m
Health impacts as states reopen,m
Health Signs Your Shouldn't Ignore,m
Mass Shootings and Mental Health,m
Hugh Jackman's New Health Scare,m
Is it important to check blood pressure after exercise?,m
Hillary Clinton Defends Her Health,m
Health Alert for Parents: Secondary Drowning,m
Wentworth Miller Reveals Mental Health Crisis,m
Health officials scramble to contain deadly virus,m
Social distancing is key to stopping coronavirus,m
How often should you be screened for diabetes?,m
What are digestive bitters and are they good for you?,m
The do's and don'ts on gut health,m
At what age does most skin damage occur?,m
Is bird flu still a danger?,m
Is the Keto diet good for you and sustainable?,m
WHO declares monkeypox a ‘public health emergency’,m
YouTube to allow health professionals to apply for verified labels,m
Tips for your financial resolutions,m
Black people face disproportionate health risks,m
WHO declares monkeypox global health emergency,m
Sleep recommended for better heart health,m
Boosting your bone health at any age,m
NIH launches website for reporting at-home COVID test results,m
Creating safe spaces: How the culture adapts new technology,m
Dr. Dairen Sutton answers your health questions,m
Jeff Bridges talks health and new show,m
Health experts warn of holiday sickness,m
Dwayne Johnson opens up about mental health,m
Mental health impact of gun violence on kids,m
"Rochester car crash leaves 3 dead, 9 injured",m
Respiratory infections on the rise: CDC,m
Health officials warn of omicron subvariant surge,m
Health care providers struggling amid abortion restrictions,m
New health features for the iPhone,m
Health experts urge public to continue masking,m
Monkeypox outbreak a global health emergency: WHO,m
How sleep can benefit your heart health,m
‘Will eating carrots help my eye health?’,m
Health worker saves 17-day-old baby,m
NYC health commissioner talks BA.2 subvariant,m
Pandemic takes toll on teen mental health,m
What is the Women's Health Protection Act?,m
Tips for improving your health in 2023,m
Food writer’s death spotlights women’s heart health,m
Surgeon general speaks on youth mental health,m
The health benefits of sleeping naked,m
Health officials fear holiday 'tripledemic' surge,m
Did you know that 1 in 5 American adults experience a mental health issue?,m
What is the likelihood I can get reinfected with COVID-19 if I recently had it?,m
Health worker saves 17-day-old baby,m
NYC health commissioner talks BA.2 subvariant,m
"How ending COVID national, public health emergencies will impact Americans",m
The heat’s impact on your health and your wallet,m
US health officials concerned over the rise of STDs,m
Organization helps women of color on their health journeys,m
Mary Lou Retton's daughter shares 'scary setback' in health recovery,m
What is the likelihood I can get reinfected with COVID-19 if I recently had it?,m
EPA announces limits on some ‘forever chemicals’,m
CDC issues new health alert on monkeypox,m
Policing in America and mental health,m
Queen Elizabeth's health 'concerning' to doctors,m
Is it unsafe to skip the second dose of the COVID vaccine?,m
"Zombie fungus from HBO’s ‘The Last of Us’ is real, but not a major threat to humans",m
Measles outbreak reported in American Samoa,m
Discussing the growing mental health crisis for nurses during National Nurses Week,m
‘Will eating carrots help my eye health?’,m
Pandemic takes toll on teen mental health,m
What is the Women's Health Protection Act?,m
Tips for improving your health in 2023,m
Food writer’s death spotlights women’s heart health,m
Surgeon general speaks on youth mental health,m
Health worker saves 17-day-old baby,m
NYC health commissioner talks BA.2 subvariant,m
How sugar substitutes can affect gut health,m
The health benefits of sleeping naked,m
Mississippi Senate passes ban on transgender health care for minors,m
Suspect in U-Haul rampage suffered ‘mental health crisis’: Police,m
Google expanding AI in the health care field,m
Biden delivers remarks on lowering health care costs,m
Jamie Foxx breaks his silence about health scare,m
How to vet mental health advice on social media,m
How families can help each other manage mental health,m
Health officials warn of flesh-eating bacteria in NYC area,m
Brian Austin Green opens up about health battle,m
When should I see a doctor about bone health?,m
META sued for allegedly harming young people's mental health,m
Pharmacies share prescription records with law enforcement,m
Health Benefits of Skating,m
Aaron Alexis Shooting at Washington Navy Yard 'Not Impulsive Act',m
Secretary of State Clinton: Mystery Health Issues,m
Flying Pigs Dive for Your Health,m
Republicans dealt blow on health care bill,m
Health Alert About Seasonal Flu Spike,m
'Girls' Star Lena Dunham's Health Crisis,m
A Closer Look at the Lemon Water Trend: Is It Legit?,m
Measles outbreak reported in American Samoa,m
Discussing the growing mental health crisis for nurses during National Nurses Week,m
New report looks at heart health and marijuana,m
Younger generations explore sobriety to improve mental health,m
Americans will spend more on health care due to heat,m
Health officials keeping an eye on new COVID variant,m
META sued for allegedly harming young people's mental health,m
Popular Health Myths Debunked,m
ABC News Live: 35 states under heat alerts,m
Are enhanced COVID-19 protocols in public spaces smart?,m
Alleged Pharmacy Fakes Raise Health Concerns,m
Mexico Border Crisis Raises Serious Health Concerns,m
Abducted Georgia Girl Found 'in Good Health',m
Mental Health Community Uses Online Video Chats to Guide Complex Treatment,m
What should people do about social anxiety after being isolated for so long?,m
How can I overcome menopause weight plateau?,m
How do you know if moles are cancerous?,m
"Emma Stone, Zoe Saldana and others team up for children’s mental health campaign",m
Oregon hospitals over capacity with rising COVID-19 cases,m
WHO says ‘too early’ to declare public health emergency for coronavirus,m
"Emma Stone, Zoe Saldana and others team up for children’s mental health campaign",m
Oregon hospitals over capacity with rising COVID-19 cases,m
Celebrities speak out about mental health,m
NYC declares public health emergency over measles,m
Trump switches position on health care subsidies,m
Celebrity Tragedies Bring Awareness to Heart Health,m
Key House Republican opposes health care bill,m
The Note: Republicans' health care bill collapses,m
"Trump's 'overall health is excellent,' says doctor",m
Top tips to avoid summer health hazards,m
The Note: The health care hustle,m
5th GOP senator opposes health care bill,m
Sit-in over health care bill,m
GOP health care bill fails before vote,m
New Details on Hillary Clinton's Health,m
Health Alert: Kids Going Gluten Free?,m
"Daylight saving time, sleep and mental health",m
Millions of Americans worried about health insurance,m
Sanders highlights health care plan after debate,m
Top health officials commit to more testing,m
GOP health care bill fails before vote,m
New Details on Hillary Clinton's Health,m
Health Alert: Kids Going Gluten Free?,m
"Daylight saving time, sleep and mental health",m
Millions of Americans worried about health insurance,m
Sanders highlights health care plan after debate,m
Top health officials commit to more testing,m
Eagles lineman’s inspiring message about mental health,m
Potentially deadly fungus spreading rapidly in US health care facilities,m
Effects of daylight saving time on your health,m
"Daylight saving time, sleep and mental health",m
Millions of Americans worried about health insurance,m
Sanders highlights health care plan after debate,m
Top health officials commit to more testing,m
Eagles lineman’s inspiring message about mental health,m
California becomes first state to offer health insurance to undocumented immigrants,m
"Emma Stone, Zoe Saldana and others team up for children’s mental health campaign",m
Oregon hospitals over capacity with rising COVID-19 cases,m
HHS Secretary Price: Health care system is 'crying out for reform and revision',m
WHO issues stark warning about omicron variant,m
European countries issue urgent health alerts amid unprecedented heat wave,m
Jamie Foxx spotted for 1st time since health scare,m
Health benefits of walking nearly 4k steps a day,m
What does your stool say about your overall health?,m
Potentially deadly fungus spreading rapidly in US health care facilities,m
"75,000 health care workers on strike across the country",m
Effects of daylight saving time on your health,m
Singer Jewel is on a mental health mission,m
"The health benefits of coconut oil may be overblown, experts say",m
"War in Gaza may last all of 2024, Israel says",m
How the Maui wildfires are impacting people’s health,m
Mental wellness impacts heart health: American Heart Association,m
Members of Congress speak out about struggles with mental health,m
Striving for equity during Black Maternal Health Week,m
What are the health benefits of red wine?,m
Oregon allows legal 'Magic Mushrooms' access to improve mental health,m
Health care workers say Gaza hospitals are in dire situation,m
Some Republicans express concern about Mitch McConnell’s health,m
Thousands of health care staff on strike for 3rd day,m
"Healthcare workers facing a mental health crisis, report says",m
Urgent health warning as heat wave continues in the Southwest,m
Doctors call for better mental health care for children,m
Selena Gomez reportedly seeking mental health treatment,m
US pandemic health emergency to end at midnight,m
Bethenny Frankel speaks out about her health battle,m
What are the health benefits of red wine?,m
Oregon allows legal 'Magic Mushrooms' access to improve mental health,m
Some Republicans express concern about Mitch McConnell’s health,m
Mental wellness impacts heart health: American Heart Association,m
Members of Congress speak out about struggles with mental health,m
Striving for equity during Black Maternal Health Week,m
How the Maui wildfires are impacting people’s health,m
Health care workers say Gaza hospitals are in dire situation,m
Thousands of health care staff on strike for 3rd day,m
How mental health plays into Maine mass shooting,m
"Healthcare workers facing a mental health crisis, report says",m
Steve Harvey on what inspired his health journey,m
How the pandemic impacted the mental health of young Americans,m
NYC’s Health Commissioner talks about the dangerous air quality,m
Mental Health Coalition pushes for improved social media standards,m
Lorde updates fans on her health and wellness,m
The push for private insurance companies to cover mental health,m
Maine shooting suspect's mental health raised concerns at summer deployment,m
Urgent health warning as heat wave continues in the Southwest,m
Marathon runner raises awareness of disparities in maternal health,m
America’s youth and the challenges to their mental health,m
Doctors call for better mental health care for children,m
US Navy Band performs traditional Neapolitan song for Italy,m
CDC broadens its guidelines for coronavirus testing,m
Steve Harvey on what inspired his health journey,m
"Healthcare workers facing a mental health crisis, report says",m
"Princess Kate discusses 'importance of healthy, strong relationships,' mental health",m
Susan Lucci talks heart health for Stroke Awareness Month,m
Correlation between seasonal depression and poor mental health,m
Celine Dion cancels tour shows over health issues,m
How wildfire smoke can impact our mental health,m
Potential health impacts as Canadian wildfire smoke reaches US,m
A look at mental health in Asian American communities,m
New study say heavy cannabis use could affect heart health,m
The mental health toll on people trapped in war zones,m
TikTok unveils new features to protect mental health,m
How war can lead to a global public health crisis,m
Steve Harvey on what inspired his health journey,m
How the pandemic impacted the mental health of young Americans,m
Ukraine’s first lady hosts summit on mental health,m
Comedian Maria Bamford on mental health: ‘Keep advocating for yourself’,m
Mental Health Coalition pushes for improved social media standards,m
NYC’s Health Commissioner talks about the dangerous air quality,m
Mental Health Awareness Month and the healing power of poetry,m
Stephanie Szostak talks new book focusing on mental health,m
John J. York opens up about health battle,m
"Oral health can affect your brain, study shows",m
The effect of Ozempic use on mental health,m
'GMA3' highlights the importance of treating mental health,m
Tips on unplugging from technology to recharge your health,m
Gender-affirming care for trans youth improves mental health: Study,m
Health warning as smoke from Canadian wildfire reaches East Coast,m
Some women using diabetes drugs for health benefits,m
Study says Ozempic and Wegovy could help improve cardiovascular health,m
Does social media negatively impact teen mental health?,m
Mitch McConnell sparks health concerns after freezing at press conference,m
Mitch McConnell faces new questions about his health,m
War is one of the world’s worst public health crises,m
How giving back can be good for your health,m
Are there risks for receiving the COVID-19 vaccine and Tdap vaccine in the same week?,m
Turkey trot prep,m
What to know about cardiac arrest in young people,m
Pet Health Myth Busting,m
From janitor to health care hero,m
Health experts warn about coronavirus Delta variant,m
"Nursing homes, health care workers receive vaccines",m
Avicii's dad discusses mental health awareness,m
How Madison Beer protects her mental health,m
"Winter Health Risks: Prevent Frostbite, Hypothermia",m
NYC declares public health emergency over measles,m
GOP health care bill vote postponed,m
Fish Pedicures: Could Be a Health Hazard,m
Woman Faints at Obama Health Care Event,m
Health Alert: FDA Warning About Acne Treatments,m
Friday Rewind: Presidential Candidates Release Health Records,m
Ebola Outbreak Prompts Dispatch of Health Workers,m
Oct. 10 marks World Mental Health Day,m
Pelosi on Bernie Sanders’ health scare,m
Why climate change threatens public health,m
Hillary Clinton Gives Update on Her Health,m
Medical clinic opens in Ohio town 2 weeks after trail derailment,m
Northern Chinese hospitals overwhelmed with children with respiratory illnesses,m
Deals and steals: health and beauty products,m
"Nursing homes, health care workers receive vaccines",m
Avicii's dad discusses mental health awareness,m
How Madison Beer protects her mental health,m
"Winter Health Risks: Prevent Frostbite, Hypothermia",m
NYC declares public health emergency over measles,m
GOP health care bill vote postponed,m
Fish Pedicures: Could Be a Health Hazard,m
Woman Faints at Obama Health Care Event,m
Health Alert: FDA Warning About Acne Treatments,m
Friday Rewind: Presidential Candidates Release Health Records,m
'Jeopardy!' host shares 1-year health update,m
WHO declares coronavirus a global health emergency,m
Health care workers issue COVID-19 warning,m
Does Alkaline Water Offer Health Benefits?,m
Health of Nursing Assistant in Spain Infected With Ebola Deteriorates,m
Anthem Health Insurance Confirms Cyber Attack,m
People's Diets May Impact Your Skin Health,m
Urgent Health Alert for Zika Virus,m
Bernie Sanders Declares His 'Health Is Good',m
"Gillibrand, Rubio announce veterans’ health bill",m
Declining vaccination rate worrying US health experts,m
West Texas Fertilizer Plant Explosion: Health Concerns,m
The Surprising Health Risks of Skin Disorders,m
Measles outbreak prompts warning from health officials,m
Lady Gaga shares mental health struggles,m
Inside Cigna's Health Improvement Tour van,m
Health care workers describe packed ICUs,m
Trump terminates relationship with World Health Organization,m
Fires in Indonesia threaten orangutans’ health,m
2020 Presidential candidates on health care: @Issue,m
Oprah Winfrey opens up about health scare,m
GOP leaders pull health care bill,m
How coronavirus is affecting mental health,m
The mental toll on health care workers,m
Health concerns grow as Holy Week approaches,m
"Gillibrand, Rubio announce veterans’ health bill",m
Declining vaccination rate worrying US health experts,m
West Texas Fertilizer Plant Explosion: Health Concerns,m
The Surprising Health Risks of Skin Disorders,m
Measles outbreak prompts warning from health officials,m
Lady Gaga shares mental health struggles,m
Inside Cigna's Health Improvement Tour van,m
Health care workers describe packed ICUs,m
Trump terminates relationship with World Health Organization,m
Fires in Indonesia threaten orangutans’ health,m
2020 Presidential candidates on health care: @Issue,m
Oprah Winfrey opens up about health scare,m
GOP leaders pull health care bill,m
Trump calls Democrats 'obstructionists' on health care,m
The Note: The health care flameout,m
GOP health care bill moves to Senate,m
"Congress takes on health care, Russian investigation",m
The Note: The health care flameout,m
GOP health care bill moves to Senate,m
"Congress takes on health care, Russian investigation",m
Spicer warns Republicans on health care bill,m
Carter Foundation's Remarkable Triumph for Public Health,m
Does your zip code impact your health?,m
Northern Chinese hospitals overwhelmed with children with respiratory illnesses,m
Hurricane Florence flooding brings health risks,m
What's next for GOP's health care bill?,m
Prince William Speaks Out About Mental Health,m
Trump promises 'surprise' on health care bill,m
New health scare for Olivia Newton-John,m
Mediterranean Diet Offers Potential Health Benefits,m
Beware Cold Weather Health Dangers,m
Fidgeting May Be Good For Your Health,m
Bethenny Frankel Shares Details of Health Scare,m
Summer Grilling Could Pose a Health Hazard,m
Pope Benedict XVI Resigns Due to Health,m
Trump calls World Health Organization ‘China-centric’,m
Reaction to failed health care bill,m
Senators agree on health insurance subsidy deal,m
President Trump says health care is 'complicated',m
Trump battles for new health care plan,m
President Obama Celebrates Health Care Enrollment Success,m
Hillary Clinton's Health Questioned by Karl Rove,m
Ebola Outbreak Declared an International Health Emergency,m
Tamar Braxton Opens Up About Health Crisis,m
New Details on Kim Kardashian's Health Crisis,m
Queen speaks after concerns around her health,m
Understanding Simone Biles’ mental health issues,m
Health concerns grow as Holy Week approaches,m
How long does it take to get fit again?,m
Harry Styles opening up about his mental-health journey,m
How the COVID-19 pandemic is affecting kids' mental health,m
Obama returns to White House for health care news,m
San Francisco declares public health emergency for monkeypox,m
Soccer team raises awareness for children’s mental health,m
Biden administration declares monkeypox a public health emergency,m
New York City declares monkeypox a public health emergency,m
Health tips to protect your pets from monkeypox,m
Buckingham Palace: Queen Elizabeth's doctors 'concerned' about her health,m
Orange County declares health emergency as child illnesses overwhelm hospitals,m
Retired Navy SEAL aims to destigmatize mental health support,m
New Health Alert for Sleep Aid Drug,m
"Hillary Clinton Hit on Benghazi, Health, Age",m
"Health Benefits, Downsides to High-Protein Diets",m
"Charcoal Is Newest Health, Beauty Trend",m
Multiple People Stabbed at Mental Health Facility,m
Hillary Clinton's Health Scare Raises Transparency Questions,m
Health Alert Over Flu Vaccination Syringes,m
Marvel gives health workers the ‘superhero’ treatment,m
New questions raised over president's health,m
Ozzy Osbourne speaks out on health battle,m
Britney Spears breaks silence about her health,m
Breaking down heart health by age group,m
Health care a top issue in midterms,m
Trump tweets about revote on health care,m
Senate health bill met with mixed reactions,m
Big game giveaway for health care workers,m
How Simone Biles protects her mental health,m
Nelson Mandela's Health Downgraded to Critical Condition,m
Secondhand Stress: A Threat to Your Health,m
Health Alert for Every Airport in America,m
Chemical Spray Tans May Pose Health Risk,m
Congressional Democrats to hold health care hearing,m
Trump sells health care bill to Congress,m
'Briefing Room': Trump's health care bill flatlines,m
Supreme Court Upholds Obama Health Care Plan,m
Index: Spicy Food Could Improve Your Health,m
COVID-19 crisis threatens children’s mental health,m
Hillary Clinton's Health Scare Raises Transparency Questions,m
Health Alert Over Flu Vaccination Syringes,m
Marvel gives health workers the ‘superhero’ treatment,m
New questions raised over president's health,m
Ozzy Osbourne speaks out on health battle,m
Britney Spears breaks silence about her health,m
Breaking down heart health by age group,m
Health care a top issue in midterms,m
Trump tweets about revote on health care,m
Senate health bill met with mixed reactions,m
Robin Roberts Graces People Magazine Cover,m
Obama 'Will Not Tolerate' Veterans Affairs Misconduct,m
President Trump to address US from Oval Office,m
Partial mask mandate returns to New York City public hospitals,m
Iranian warship reportedly heads for Red Sea,m
Florida inmate dies after 21-minute beating by cellmate: WPLG,m
‘When will COVID-19 cases will start to go down?’,m
Does wearing a mask cause a weakening of the immune system?,m
Ideal span of months to wait between COVID-19 booster shots,m
How can I control PMS symptoms?,m
How soon can I get a vaccine/booster after COVID-19 infection?,m
Does magnesium help you sleep?,m
